Drug name,Drug target,Target Pathway,Feature Name,ic50_effect_size
SNX-2112,HSP90,Protein stability and degradation,ASXL1_mut,0.060033164655383935
SNX-2112,HSP90,Protein stability and degradation,CREBBP_mut,0.9264960851105117
SNX-2112,HSP90,Protein stability and degradation,KRAS_mut,0.22335639391180973
SNX-2112,HSP90,Protein stability and degradation,NRAS_mut,1.5495305235114163
SNX-2112,HSP90,Protein stability and degradation,SACS_mut,0.9813476517188385
SNX-2112,HSP90,Protein stability and degradation,TP53_mut,1.2035093219095616
QL-XI-92,DDR1,Cytoskeleton,ASXL1_mut,0.2983272848348581
QL-XI-92,DDR1,Cytoskeleton,CREBBP_mut,0.8281850981327669
QL-XI-92,DDR1,Cytoskeleton,KRAS_mut,1.5636794019984217
QL-XI-92,DDR1,Cytoskeleton,NRAS_mut,1.006989905763913
QL-XI-92,DDR1,Cytoskeleton,SACS_mut,0.4224412483632232
QL-XI-92,DDR1,Cytoskeleton,TP53_mut,1.0061819281023956
XMD13-2,MRCKB,Cytoskeleton,ASXL1_mut,0.13942545621906402
XMD13-2,MRCKB,Cytoskeleton,CREBBP_mut,0.31062025760445694
XMD13-2,MRCKB,Cytoskeleton,KRAS_mut,0.12235207512423564
XMD13-2,MRCKB,Cytoskeleton,NRAS_mut,1.812809400973933
XMD13-2,MRCKB,Cytoskeleton,SACS_mut,0.09185861767276737
XMD13-2,MRCKB,Cytoskeleton,TP53_mut,0.7790454589213917
QL-X-138,BTK,"Other, kinases",ASXL1_mut,0.2804978691532558
QL-X-138,BTK,"Other, kinases",CREBBP_mut,0.19984383637265377
QL-X-138,BTK,"Other, kinases",KRAS_mut,0.3873099290574302
QL-X-138,BTK,"Other, kinases",NRAS_mut,1.6058495592301651
QL-X-138,BTK,"Other, kinases",SACS_mut,0.54738124183987
QL-X-138,BTK,"Other, kinases",TP53_mut,0.5929552493974714
XMD15-27,CAMK2,"Other, kinases",ASXL1_mut,0.7052327116304956
XMD15-27,CAMK2,"Other, kinases",CREBBP_mut,0.46465727704038223
XMD15-27,CAMK2,"Other, kinases",KRAS_mut,1.515210376148817
XMD15-27,CAMK2,"Other, kinases",NRAS_mut,1.0724415896622355
XMD15-27,CAMK2,"Other, kinases",SACS_mut,0.045715272296971005
XMD15-27,CAMK2,"Other, kinases",TP53_mut,0.48152130582545566
T0901317,"LXR, FXR",Other,ASXL1_mut,0.057744471319577426
T0901317,"LXR, FXR",Other,KRAS_mut,0.14086934349639843
T0901317,"LXR, FXR",Other,NRAS_mut,1.1045276220336
T0901317,"LXR, FXR",Other,TP53_mut,0.8753740385419903
Selisistat,SIRT1,Chromatin histone acetylation,ASXL1_mut,0.12729217897213319
Selisistat,SIRT1,Chromatin histone acetylation,CREBBP_mut,0.11050090851614212
Selisistat,SIRT1,Chromatin histone acetylation,KRAS_mut,0.2973801009549286
Selisistat,SIRT1,Chromatin histone acetylation,NRAS_mut,0.9071939739445676
Selisistat,SIRT1,Chromatin histone acetylation,SACS_mut,0.5014799892769418
Selisistat,SIRT1,Chromatin histone acetylation,TP53_mut,0.013172866449275256
Tenovin-6,SIRT,Chromatin histone acetylation,ASXL1_mut,1.150266546270207
Tenovin-6,SIRT,Chromatin histone acetylation,CREBBP_mut,0.17800190309373976
Tenovin-6,SIRT,Chromatin histone acetylation,KRAS_mut,0.6751322260903685
Tenovin-6,SIRT,Chromatin histone acetylation,NRAS_mut,0.7355127047680189
Tenovin-6,SIRT,Chromatin histone acetylation,SACS_mut,0.10997697678885965
Tenovin-6,SIRT,Chromatin histone acetylation,TP53_mut,1.2156364089559084
THZ-2-49,CDK9,Cell cycle,ASXL1_mut,0.3351041891633207
THZ-2-49,CDK9,Cell cycle,CREBBP_mut,1.2111183461705572
THZ-2-49,CDK9,Cell cycle,KRAS_mut,0.5010610131666737
THZ-2-49,CDK9,Cell cycle,NRAS_mut,0.9962011687109417
THZ-2-49,CDK9,Cell cycle,SACS_mut,0.5041741417392333
THZ-2-49,CDK9,Cell cycle,TP53_mut,0.6839571195963411
KIN001-270,CDK9,Other,ASXL1_mut,0.11694676386526848
KIN001-270,CDK9,Other,CREBBP_mut,0.0602926630950086
KIN001-270,CDK9,Other,KRAS_mut,0.9299265690450423
KIN001-270,CDK9,Other,NRAS_mut,1.1857830704091257
KIN001-270,CDK9,Other,SACS_mut,0.8141362723651973
KIN001-270,CDK9,Other,TP53_mut,0.44419365449560394
THZ-2-102-1,CDK7,Cell cycle,ASXL1_mut,0.5586244450027246
THZ-2-102-1,CDK7,Cell cycle,CREBBP_mut,0.9522554104134564
THZ-2-102-1,CDK7,Cell cycle,KRAS_mut,0.6438275031307598
THZ-2-102-1,CDK7,Cell cycle,NRAS_mut,1.1471381136017156
THZ-2-102-1,CDK7,Cell cycle,SACS_mut,1.346178913869654
THZ-2-102-1,CDK7,Cell cycle,TP53_mut,0.8259638591458797
AT7867,AKT,PI3K/MTOR signaling,ASXL1_mut,0.12535954264201166
AT7867,AKT,PI3K/MTOR signaling,CREBBP_mut,0.4612404945784548
AT7867,AKT,PI3K/MTOR signaling,KRAS_mut,0.6826834659588734
AT7867,AKT,PI3K/MTOR signaling,NRAS_mut,1.3108885054772839
AT7867,AKT,PI3K/MTOR signaling,SACS_mut,0.7505592275437138
AT7867,AKT,PI3K/MTOR signaling,TP53_mut,1.1557887995667449
CI-1033,"EGFR, ERBB2, ERBB4",RTK signaling,ASXL1_mut,0.04583712686785215
CI-1033,"EGFR, ERBB2, ERBB4",RTK signaling,CREBBP_mut,0.20804256275471966
CI-1033,"EGFR, ERBB2, ERBB4",RTK signaling,KRAS_mut,0.12434211872666462
CI-1033,"EGFR, ERBB2, ERBB4",RTK signaling,NRAS_mut,1.9431546670861588
CI-1033,"EGFR, ERBB2, ERBB4",RTK signaling,SACS_mut,0.06266408632758591
CI-1033,"EGFR, ERBB2, ERBB4",RTK signaling,TP53_mut,0.8464369343659408
PF-00299804,"EGFR, ERBB2, ERBB4",RTK signaling,ASXL1_mut,0.18248049250765366
PF-00299804,"EGFR, ERBB2, ERBB4",RTK signaling,CREBBP_mut,0.8379332063038926
PF-00299804,"EGFR, ERBB2, ERBB4",RTK signaling,KRAS_mut,0.25524075626708337
PF-00299804,"EGFR, ERBB2, ERBB4",RTK signaling,NRAS_mut,1.338911658356947
PF-00299804,"EGFR, ERBB2, ERBB4",RTK signaling,SACS_mut,0.16743485008149908
PF-00299804,"EGFR, ERBB2, ERBB4",RTK signaling,TP53_mut,0.8672939071040793
TWS119,GSK3,WNT signaling,ASXL1_mut,0.6165510833465713
TWS119,GSK3,WNT signaling,CREBBP_mut,0.2498480661057406
TWS119,GSK3,WNT signaling,KRAS_mut,0.31782239138537277
TWS119,GSK3,WNT signaling,NRAS_mut,1.503227237031347
TWS119,GSK3,WNT signaling,SACS_mut,0.2996291034536443
TWS119,GSK3,WNT signaling,TP53_mut,0.8065050066472322
Torin 2,mTOR,PI3K/MTOR signaling,ASXL1_mut,0.15326101069819484
Torin 2,mTOR,PI3K/MTOR signaling,CREBBP_mut,0.42480116516092425
Torin 2,mTOR,PI3K/MTOR signaling,KRAS_mut,0.48175947825048787
Torin 2,mTOR,PI3K/MTOR signaling,NRAS_mut,0.9301914747727144
Torin 2,mTOR,PI3K/MTOR signaling,SACS_mut,0.8830268960807685
Torin 2,mTOR,PI3K/MTOR signaling,TP53_mut,0.6273206735491258
Pilaralisib,PI3K,PI3K/MTOR signaling,ASXL1_mut,0.7499768792575441
Pilaralisib,PI3K,PI3K/MTOR signaling,CREBBP_mut,1.258320620020379
Pilaralisib,PI3K,PI3K/MTOR signaling,KRAS_mut,0.15374758474758918
Pilaralisib,PI3K,PI3K/MTOR signaling,NRAS_mut,0.041457863627085416
Pilaralisib,PI3K,PI3K/MTOR signaling,SACS_mut,0.6556556473053994
Pilaralisib,PI3K,PI3K/MTOR signaling,TP53_mut,0.27646137513149
GSK1059615,PI3K,PI3K/MTOR signaling,ASXL1_mut,0.6861022608486287
GSK1059615,PI3K,PI3K/MTOR signaling,CREBBP_mut,0.8679352574750618
GSK1059615,PI3K,PI3K/MTOR signaling,KRAS_mut,0.79992865436474
GSK1059615,PI3K,PI3K/MTOR signaling,NRAS_mut,0.8864704321236772
GSK1059615,PI3K,PI3K/MTOR signaling,SACS_mut,1.1371552356769206
GSK1059615,PI3K,PI3K/MTOR signaling,TP53_mut,0.35787069468651855
Voxtalisib,"PI3K (class 1), DNAPK, MTOR",PI3K/MTOR signaling,ASXL1_mut,0.16333432675241874
Voxtalisib,"PI3K (class 1), DNAPK, MTOR",PI3K/MTOR signaling,CREBBP_mut,0.09931018214047828
Voxtalisib,"PI3K (class 1), DNAPK, MTOR",PI3K/MTOR signaling,KRAS_mut,0.6505082259148383
Voxtalisib,"PI3K (class 1), DNAPK, MTOR",PI3K/MTOR signaling,NRAS_mut,0.44421288631071737
Voxtalisib,"PI3K (class 1), DNAPK, MTOR",PI3K/MTOR signaling,SACS_mut,0.34239880880414125
Voxtalisib,"PI3K (class 1), DNAPK, MTOR",PI3K/MTOR signaling,TP53_mut,0.10240604195483344
"Brivanib, BMS-540215","VEGFR, PDGFR",RTK signaling,ASXL1_mut,0.07183519801745067
"Brivanib, BMS-540215","VEGFR, PDGFR",RTK signaling,CREBBP_mut,0.5296027544127347
"Brivanib, BMS-540215","VEGFR, PDGFR",RTK signaling,KRAS_mut,0.3921788007664716
"Brivanib, BMS-540215","VEGFR, PDGFR",RTK signaling,NRAS_mut,1.4359814067359602
"Brivanib, BMS-540215","VEGFR, PDGFR",RTK signaling,SACS_mut,0.5797462796994128
"Brivanib, BMS-540215","VEGFR, PDGFR",RTK signaling,TP53_mut,0.45615087619754463
BIBF-1120,"VEGFR, PDGFR, FGFR",RTK signaling,ASXL1_mut,0.43060186509500925
BIBF-1120,"VEGFR, PDGFR, FGFR",RTK signaling,CREBBP_mut,0.7819936389181075
BIBF-1120,"VEGFR, PDGFR, FGFR",RTK signaling,KRAS_mut,0.6104464592109207
BIBF-1120,"VEGFR, PDGFR, FGFR",RTK signaling,NRAS_mut,1.70601396806131
BIBF-1120,"VEGFR, PDGFR, FGFR",RTK signaling,SACS_mut,0.3826141591045074
BIBF-1120,"VEGFR, PDGFR, FGFR",RTK signaling,TP53_mut,0.6536339507122635
AST-1306,"EGFR, ERBB4",RTK signaling,ASXL1_mut,0.563088928044856
AST-1306,"EGFR, ERBB4",RTK signaling,CREBBP_mut,0.22247984265332577
AST-1306,"EGFR, ERBB4",RTK signaling,KRAS_mut,0.25143644891752454
AST-1306,"EGFR, ERBB4",RTK signaling,NRAS_mut,0.7104894176263556
AST-1306,"EGFR, ERBB4",RTK signaling,SACS_mut,0.3938906062382119
AST-1306,"EGFR, ERBB4",RTK signaling,TP53_mut,0.8163415727952219
Apitolisib,"mTOR, PI3K",PI3K/MTOR signaling,ASXL1_mut,0.3618900367741814
Apitolisib,"mTOR, PI3K",PI3K/MTOR signaling,CREBBP_mut,0.50998401456189
Apitolisib,"mTOR, PI3K",PI3K/MTOR signaling,KRAS_mut,0.6815205118233285
Apitolisib,"mTOR, PI3K",PI3K/MTOR signaling,NRAS_mut,1.0723560660469371
Apitolisib,"mTOR, PI3K",PI3K/MTOR signaling,SACS_mut,0.8879512751228761
Apitolisib,"mTOR, PI3K",PI3K/MTOR signaling,TP53_mut,0.6457928565018964
LIMK1 inhibitor BMS4,LIMK1,Cytoskeleton,ASXL1_mut,0.523622797689181
LIMK1 inhibitor BMS4,LIMK1,Cytoskeleton,CREBBP_mut,0.2898518450986663
LIMK1 inhibitor BMS4,LIMK1,Cytoskeleton,KRAS_mut,0.9563346613840831
LIMK1 inhibitor BMS4,LIMK1,Cytoskeleton,NRAS_mut,0.9223055174895733
LIMK1 inhibitor BMS4,LIMK1,Cytoskeleton,SACS_mut,0.2914313587194298
LIMK1 inhibitor BMS4,LIMK1,Cytoskeleton,TP53_mut,0.7740975499120104
kb NB 142-70,PKD,"Other, kinases",ASXL1_mut,0.18901299849637354
kb NB 142-70,PKD,"Other, kinases",CREBBP_mut,0.793534015371433
kb NB 142-70,PKD,"Other, kinases",KRAS_mut,0.2292515099224691
kb NB 142-70,PKD,"Other, kinases",NRAS_mut,1.642149727690991
kb NB 142-70,PKD,"Other, kinases",SACS_mut,0.7333190642997096
kb NB 142-70,PKD,"Other, kinases",TP53_mut,0.8472915505398843
Sphingosine Kinase 1 Inhibitor II,Sphingosine Kinase,"Other, kinases",ASXL1_mut,1.0240015825017372
Sphingosine Kinase 1 Inhibitor II,Sphingosine Kinase,"Other, kinases",CREBBP_mut,1.0568718721161545
Sphingosine Kinase 1 Inhibitor II,Sphingosine Kinase,"Other, kinases",KRAS_mut,0.9625653938874705
Sphingosine Kinase 1 Inhibitor II,Sphingosine Kinase,"Other, kinases",NRAS_mut,0.4031825106440203
Sphingosine Kinase 1 Inhibitor II,Sphingosine Kinase,"Other, kinases",SACS_mut,1.2625907530122167
Sphingosine Kinase 1 Inhibitor II,Sphingosine Kinase,"Other, kinases",TP53_mut,0.4209366388784457
"eEF2K Inhibitor, A-484954",eEF2K,"Other, kinases",ASXL1_mut,0.8289481781655046
"eEF2K Inhibitor, A-484954",eEF2K,"Other, kinases",CREBBP_mut,0.8318354629937752
"eEF2K Inhibitor, A-484954",eEF2K,"Other, kinases",KRAS_mut,0.9723493118037552
"eEF2K Inhibitor, A-484954",eEF2K,"Other, kinases",NRAS_mut,0.5876165458714891
"eEF2K Inhibitor, A-484954",eEF2K,"Other, kinases",SACS_mut,1.3068611881057217
"eEF2K Inhibitor, A-484954",eEF2K,"Other, kinases",TP53_mut,0.10562222626019763
"MetAP2 Inhibitor, A832234",MetAP2,Other,ASXL1_mut,1.1288422673109768
"MetAP2 Inhibitor, A832234",MetAP2,Other,CREBBP_mut,0.5187169369656638
"MetAP2 Inhibitor, A832234",MetAP2,Other,KRAS_mut,1.1938429361225888
"MetAP2 Inhibitor, A832234",MetAP2,Other,NRAS_mut,0.034652950448238344
"MetAP2 Inhibitor, A832234",MetAP2,Other,SACS_mut,0.5408531490198653
"MetAP2 Inhibitor, A832234",MetAP2,Other,TP53_mut,0.3831166448573234
Venotoclax,BCL-2 selective,Apoptosis regulation,ASXL1_mut,0.33256300470290256
Venotoclax,BCL-2 selective,Apoptosis regulation,CREBBP_mut,0.2979748324655629
Venotoclax,BCL-2 selective,Apoptosis regulation,KRAS_mut,0.1961394806753185
Venotoclax,BCL-2 selective,Apoptosis regulation,NRAS_mut,0.17861620630102285
Venotoclax,BCL-2 selective,Apoptosis regulation,SACS_mut,0.6304486387794886
Venotoclax,BCL-2 selective,Apoptosis regulation,TP53_mut,0.6106215717675352
CPI-613,"Metabo, Mitochondria",Other,ASXL1_mut,0.8925306450531726
CPI-613,"Metabo, Mitochondria",Other,CREBBP_mut,0.5957920499928362
CPI-613,"Metabo, Mitochondria",Other,KRAS_mut,0.4565082930987132
CPI-613,"Metabo, Mitochondria",Other,NRAS_mut,0.1832945885382614
CPI-613,"Metabo, Mitochondria",Other,SACS_mut,0.5363914028719373
CPI-613,"Metabo, Mitochondria",Other,TP53_mut,0.6136537608101267
CAY10566,Stearoyl-CoA desaturase,Other,ASXL1_mut,0.4256537634250474
CAY10566,Stearoyl-CoA desaturase,Other,CREBBP_mut,0.9494595531785477
CAY10566,Stearoyl-CoA desaturase,Other,KRAS_mut,0.4131426077200701
CAY10566,Stearoyl-CoA desaturase,Other,NRAS_mut,0.3649902531941009
CAY10566,Stearoyl-CoA desaturase,Other,SACS_mut,1.0747989019601805
CAY10566,Stearoyl-CoA desaturase,Other,TP53_mut,0.2923817646929385
Ara-G,Anti-metabolite,Other,ASXL1_mut,0.06764282262864894
Ara-G,Anti-metabolite,Other,CREBBP_mut,0.8334072721565801
Ara-G,Anti-metabolite,Other,KRAS_mut,0.3534202149784521
Ara-G,Anti-metabolite,Other,NRAS_mut,0.21699399396795693
Ara-G,Anti-metabolite,Other,SACS_mut,0.35610536652613595
Ara-G,Anti-metabolite,Other,TP53_mut,0.46141965256010886
Pemetrexed,TYMS,DNA replication,ASXL1_mut,0.06174595601189666
Pemetrexed,TYMS,DNA replication,CREBBP_mut,0.20247704823971527
Pemetrexed,TYMS,DNA replication,KRAS_mut,0.581702781640518
Pemetrexed,TYMS,DNA replication,NRAS_mut,0.694491267118498
Pemetrexed,TYMS,DNA replication,SACS_mut,0.4988379770514706
Pemetrexed,TYMS,DNA replication,TP53_mut,0.4766179416181726
Alisertib,AURKA,Mitosis,ASXL1_mut,0.3594769407954262
Alisertib,AURKA,Mitosis,CREBBP_mut,0.38061628327548236
Alisertib,AURKA,Mitosis,KRAS_mut,0.1725930845792508
Alisertib,AURKA,Mitosis,NRAS_mut,1.2511391829262504
Alisertib,AURKA,Mitosis,SACS_mut,0.860861254625918
Alisertib,AURKA,Mitosis,TP53_mut,1.0703760572958132
Flavopiridol,CDK,Cell cycle,ASXL1_mut,0.5878440563355365
Flavopiridol,CDK,Cell cycle,CREBBP_mut,2.2832579858988753
Flavopiridol,CDK,Cell cycle,KRAS_mut,0.8094905956241801
Flavopiridol,CDK,Cell cycle,NRAS_mut,0.8194734787220378
Flavopiridol,CDK,Cell cycle,SACS_mut,2.1967277344658154
Flavopiridol,CDK,Cell cycle,TP53_mut,0.5818560757209257
C-75,FAS,Apoptosis regulation,ASXL1_mut,0.9471806081449448
C-75,FAS,Apoptosis regulation,CREBBP_mut,0.8426946100087597
C-75,FAS,Apoptosis regulation,KRAS_mut,0.9990252777762827
C-75,FAS,Apoptosis regulation,NRAS_mut,0.18978797085704857
C-75,FAS,Apoptosis regulation,SACS_mut,0.07463221150760418
C-75,FAS,Apoptosis regulation,TP53_mut,0.6352703803903611
"CAP-232, TT-232, TLN-232",Glycolysis,Metabolism,ASXL1_mut,0.6449527087743843
"CAP-232, TT-232, TLN-232",Glycolysis,Metabolism,CREBBP_mut,0.21451608156633317
"CAP-232, TT-232, TLN-232",Glycolysis,Metabolism,KRAS_mut,0.6053743622957916
"CAP-232, TT-232, TLN-232",Glycolysis,Metabolism,NRAS_mut,0.3730895869963235
"CAP-232, TT-232, TLN-232",Glycolysis,Metabolism,SACS_mut,0.47836292242035156
"CAP-232, TT-232, TLN-232",Glycolysis,Metabolism,TP53_mut,0.6487727014865143
Trichostatin A,HDAC,Chromatin histone acetylation,ASXL1_mut,0.6998683002200283
Trichostatin A,HDAC,Chromatin histone acetylation,CREBBP_mut,0.7138629079434348
Trichostatin A,HDAC,Chromatin histone acetylation,KRAS_mut,0.9846929129241768
Trichostatin A,HDAC,Chromatin histone acetylation,NRAS_mut,0.03344115779858674
Trichostatin A,HDAC,Chromatin histone acetylation,SACS_mut,0.7910890338935033
Trichostatin A,HDAC,Chromatin histone acetylation,TP53_mut,0.4355978800113111
Panobinostat,HDAC,Chromatin histone acetylation,ASXL1_mut,0.7472773775726002
Panobinostat,HDAC,Chromatin histone acetylation,CREBBP_mut,1.3366412990419596
Panobinostat,HDAC,Chromatin histone acetylation,KRAS_mut,1.1831740157032997
Panobinostat,HDAC,Chromatin histone acetylation,NRAS_mut,0.1974863996432549
Panobinostat,HDAC,Chromatin histone acetylation,SACS_mut,0.9721205738197877
Panobinostat,HDAC,Chromatin histone acetylation,TP53_mut,0.4659488817356551
LCL161,"XIAP, cIAP1, cIAP2",Apoptosis regulation,ASXL1_mut,0.28384554251971095
LCL161,"XIAP, cIAP1, cIAP2",Apoptosis regulation,CREBBP_mut,0.09450544656198451
LCL161,"XIAP, cIAP1, cIAP2",Apoptosis regulation,KRAS_mut,0.07548306518666385
LCL161,"XIAP, cIAP1, cIAP2",Apoptosis regulation,NRAS_mut,0.4318626084363528
LCL161,"XIAP, cIAP1, cIAP2",Apoptosis regulation,SACS_mut,0.15400411496019006
LCL161,"XIAP, cIAP1, cIAP2",Apoptosis regulation,TP53_mut,0.40676138996993627
IMD-0354,IKKb,"Other, kinases",ASXL1_mut,0.34646949649001785
IMD-0354,IKKb,"Other, kinases",CREBBP_mut,0.9137897437993995
IMD-0354,IKKb,"Other, kinases",KRAS_mut,0.41195953979005445
IMD-0354,IKKb,"Other, kinases",NRAS_mut,0.7140730315984001
IMD-0354,IKKb,"Other, kinases",SACS_mut,0.8559499529149933
IMD-0354,IKKb,"Other, kinases",TP53_mut,0.9779449421375959
MIM1,MCL-1,Apoptosis regulation,ASXL1_mut,0.6346891464209656
MIM1,MCL-1,Apoptosis regulation,CREBBP_mut,0.7623119285951304
MIM1,MCL-1,Apoptosis regulation,KRAS_mut,0.1942228472566112
MIM1,MCL-1,Apoptosis regulation,NRAS_mut,0.34260112365847084
MIM1,MCL-1,Apoptosis regulation,SACS_mut,0.693290077482349
MIM1,MCL-1,Apoptosis regulation,TP53_mut,1.0556787669577279
ETP-45835,"MNK1, MNK2","Other, kinases",ASXL1_mut,0.6105567457130249
ETP-45835,"MNK1, MNK2","Other, kinases",CREBBP_mut,0.2018103481779433
ETP-45835,"MNK1, MNK2","Other, kinases",KRAS_mut,0.3384250877135547
ETP-45835,"MNK1, MNK2","Other, kinases",NRAS_mut,0.7470236933100252
ETP-45835,"MNK1, MNK2","Other, kinases",SACS_mut,0.8578196771319813
ETP-45835,"MNK1, MNK2","Other, kinases",TP53_mut,0.1533550960357168
CD532,AURKA,Mitosis,ASXL1_mut,0.10757947716729868
CD532,AURKA,Mitosis,CREBBP_mut,0.8337411051301684
CD532,AURKA,Mitosis,KRAS_mut,0.7606045819198909
CD532,AURKA,Mitosis,NRAS_mut,1.673776149910454
CD532,AURKA,Mitosis,SACS_mut,0.7011643987133158
CD532,AURKA,Mitosis,TP53_mut,0.6263244230058178
NSC319726,P53 Mut specific,p53 pathway,ASXL1_mut,0.5256994273536318
NSC319726,P53 Mut specific,p53 pathway,CREBBP_mut,1.9680575800197062
NSC319726,P53 Mut specific,p53 pathway,KRAS_mut,0.1442805787817605
NSC319726,P53 Mut specific,p53 pathway,NRAS_mut,0.31458189726043023
NSC319726,P53 Mut specific,p53 pathway,SACS_mut,1.9221026813514237
NSC319726,P53 Mut specific,p53 pathway,TP53_mut,1.0188860639875588
SB505124,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,ASXL1_mut,1.5905938105316568
SB505124,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,CREBBP_mut,0.43780802836386074
SB505124,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,KRAS_mut,1.0430806727139386
SB505124,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,NRAS_mut,0.013013477471218067
SB505124,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,SACS_mut,0.3387119364076192
SB505124,"TGFBR1, ACVR1B, ACVR1C",RTK signaling,TP53_mut,0.0948542185945574
A-83-01,TGFB,Other,ASXL1_mut,0.7187780332475218
A-83-01,TGFB,Other,CREBBP_mut,0.6683193842799716
A-83-01,TGFB,Other,KRAS_mut,0.7242489712762281
A-83-01,TGFB,Other,NRAS_mut,0.48288452387228875
A-83-01,TGFB,Other,SACS_mut,0.48644763632088905
A-83-01,TGFB,Other,TP53_mut,0.3484086944588107
LDN-193189,BMP,Other,ASXL1_mut,1.2041765845568784
LDN-193189,BMP,Other,CREBBP_mut,0.7577283634986562
LDN-193189,BMP,Other,KRAS_mut,1.3155737972001194
LDN-193189,BMP,Other,NRAS_mut,0.12050928572312238
LDN-193189,BMP,Other,SACS_mut,0.6164958928126741
LDN-193189,BMP,Other,TP53_mut,0.39722286472251306
FTY-720,S1P,Other,ASXL1_mut,0.8615963664137267
FTY-720,S1P,Other,CREBBP_mut,0.5623830048290714
FTY-720,S1P,Other,KRAS_mut,0.05162918346710915
FTY-720,S1P,Other,NRAS_mut,0.2545832703531799
FTY-720,S1P,Other,SACS_mut,0.45449971381167265
FTY-720,S1P,Other,TP53_mut,0.3459016181333075
BAM7,Bax activator,Other,ASXL1_mut,0.3545874368306982
BAM7,Bax activator,Other,CREBBP_mut,0.08080445374469726
BAM7,Bax activator,Other,KRAS_mut,0.8241220115301319
BAM7,Bax activator,Other,NRAS_mut,0.6826900096146191
BAM7,Bax activator,Other,SACS_mut,0.19691908242136855
BAM7,Bax activator,Other,TP53_mut,0.7088636903866191
AGI-6780,IDH2(R140Q),Metabolism,ASXL1_mut,0.43620644682354515
AGI-6780,IDH2(R140Q),Metabolism,CREBBP_mut,0.579731377964348
AGI-6780,IDH2(R140Q),Metabolism,KRAS_mut,0.740085300935016
AGI-6780,IDH2(R140Q),Metabolism,NRAS_mut,0.08289507077790267
AGI-6780,IDH2(R140Q),Metabolism,SACS_mut,0.6526857175801257
AGI-6780,IDH2(R140Q),Metabolism,TP53_mut,0.4926563938627032
Kobe2602,RAS effector,RTK signaling,ASXL1_mut,1.2153732172402754
Kobe2602,RAS effector,RTK signaling,CREBBP_mut,0.6430899182450642
Kobe2602,RAS effector,RTK signaling,KRAS_mut,0.30621311891084
Kobe2602,RAS effector,RTK signaling,NRAS_mut,0.05959239327400595
Kobe2602,RAS effector,RTK signaling,SACS_mut,0.22776387518870034
Kobe2602,RAS effector,RTK signaling,TP53_mut,0.41633737887387556
LGK974,PORCN,WNT signaling,ASXL1_mut,0.4871712264511331
LGK974,PORCN,WNT signaling,CREBBP_mut,0.43564418919165065
LGK974,PORCN,WNT signaling,KRAS_mut,0.055618186022724087
LGK974,PORCN,WNT signaling,NRAS_mut,0.04332913811868541
LGK974,PORCN,WNT signaling,SACS_mut,0.09136004975207378
LGK974,PORCN,WNT signaling,TP53_mut,0.48398198990315144
Wnt-C59,PORCN,WNT signaling,ASXL1_mut,0.2685527749676673
Wnt-C59,PORCN,WNT signaling,CREBBP_mut,0.18959648495686882
Wnt-C59,PORCN,WNT signaling,KRAS_mut,0.149404990662553
Wnt-C59,PORCN,WNT signaling,NRAS_mut,0.16956916970359523
Wnt-C59,PORCN,WNT signaling,SACS_mut,0.2168855633523318
Wnt-C59,PORCN,WNT signaling,TP53_mut,0.43219606340627875
RU-SKI 43,Shh,Other,ASXL1_mut,0.34729144623068203
RU-SKI 43,Shh,Other,CREBBP_mut,0.702149579763811
RU-SKI 43,Shh,Other,KRAS_mut,0.3411726702520737
RU-SKI 43,Shh,Other,NRAS_mut,0.9767219168188412
RU-SKI 43,Shh,Other,SACS_mut,0.5453775669171412
RU-SKI 43,Shh,Other,TP53_mut,0.8118527007831138
AICA Ribonucleotide,AMPK agonist,Metabolism,ASXL1_mut,0.592797271155583
AICA Ribonucleotide,AMPK agonist,Metabolism,CREBBP_mut,1.6394204542232693
AICA Ribonucleotide,AMPK agonist,Metabolism,KRAS_mut,0.9306516037860897
AICA Ribonucleotide,AMPK agonist,Metabolism,NRAS_mut,0.03458271984673642
AICA Ribonucleotide,AMPK agonist,Metabolism,SACS_mut,0.7088052188735182
AICA Ribonucleotide,AMPK agonist,Metabolism,TP53_mut,0.3129497477008157
Vinblastine,Microtubule destabiliser,Mitosis,ASXL1_mut,0.4481720092011202
Vinblastine,Microtubule destabiliser,Mitosis,CREBBP_mut,0.1991667881721355
Vinblastine,Microtubule destabiliser,Mitosis,KRAS_mut,0.39495698920363576
Vinblastine,Microtubule destabiliser,Mitosis,NRAS_mut,0.22807616705557351
Vinblastine,Microtubule destabiliser,Mitosis,SACS_mut,0.24878002629775683
Vinblastine,Microtubule destabiliser,Mitosis,TP53_mut,0.036399217183749805
Cisplatin,DNA crosslinker,DNA replication,ASXL1_mut,0.8495150607142371
Cisplatin,DNA crosslinker,DNA replication,CREBBP_mut,0.14374193120587767
Cisplatin,DNA crosslinker,DNA replication,KRAS_mut,0.8349423730358402
Cisplatin,DNA crosslinker,DNA replication,NRAS_mut,0.6738790243780965
Cisplatin,DNA crosslinker,DNA replication,SACS_mut,0.1206483617834553
Cisplatin,DNA crosslinker,DNA replication,TP53_mut,0.735987817429947
